"","미세먼지.....","초미세먼지.....","오존.ppm.","이산화질소농도.ppm.","일산화탄소농도.ppm.","아황산가스농도.ppm.","평균기온..C.","최저기온..C.","최고기온..C.","일강수량.mm.","최대.순간.풍속.m.s.","평균.풍속.m.s.","최대.순간.풍속.풍향.deg.","beijing_pm25","beijing_pm10","beijing_o3","beijing_no2","beijing_so2","beijing_.co","dalian_pm25","dalian_pm10","dalian_o3","dalian_no2","dalian_so2","dalian_co","qingdao_pm25","qingdao_pm10","qingdao_o3","qingdao_no2","qingdao_so2","qingdao_co","shanghai_pm25","shanghai_pm10","shanghai_o3","shanghai_no2","shanghai_so2","shanghai_co","shenyang_pm25","shenyang_pm10","shenyang_o3","shenyang_no2","shenyang_so2","shenyang_co","tianjin_pm25","tianjin_pm10","tianjin_o3","tianjin_no2","tianjin_so2","tianjin_co","교통량"
"18745",80,48,0.078,0.023,0.6,0.007,19.8,14.4,27.5,0,10,2.1,261.6,152,86,60,19,4,5,110,58,56,13,9,7,120,129,67,13,3,2,121,45,53,19,4,4,124,59,60,22,8,4,156,69,45,31,9,13,1390.72572287033
"24322",29,0.003,21,0.044,0.033,0.5,27.569887987013,21.8291195054945,32.3970104166667,0.266249999999996,7.20103571428571,1.5485,163.356669155844,34,21,51,8,2.05999999999999,5,81,29,51,5,2,7,64,40,51,5,1,3.48,107,40,96,12,1,6,89,44,57,17,2,5,116,32,58.53,10,2,5,786.53125
"12039",44,34,0.041,0.016,0.6,0.002,-0.2,-4.4,3.4,1,14.9,5.4,303.8,52,78,26,27,9,9,82,40,40,7,8,7,82,53,32,3,2,4.79,173,33,36,14,3,4,102,61,27,22,26,11,53,79,29.74,22,14,10,3465.262008
"9798",38,31,0.049,0.023,0.5,0.005,27.9,25.1,31.1,0,7.2,1.9,312.2,84,37,62,13,1,5,75,42,78,9,4,10,112,69,98,10,4,6,87,20,33,11,2,6,94,63,99,33,9,9,120,41,101,12,2,6,3464.145833
"23709",17,0.002,8,0.02,0.017,0.3,26.5,24.5,28.2,61.5,13,2.2,216.6,72,54,117,10,1.44999999999999,6,123,30,66,6,2,6,59,45,49,10,1,4,56,30,34,10,2,3,114,45,78,8,6,7,110,51,90.58,17,5,8,1652.30686534916
"16546",61,36,0.009,0.041,0.9,0.005,9.9,5.6,15,0,4.8,1,312.2,35,60,8,28,3,6,47,45,18,24,11,9,78,57,65,28,7,7.17,82,28,33,11,2,3,64,63,9,26,34,10,80,72,29.41,20,6,13,1745.254568
"19802",124,92,0.005,0.069,1,0.004,10.7,6.9,16,0,3.3,1.5,191.3,52,46,4,24,2.53,6,59,35,18,17,8,6,64,52,24,22,7,6.52,75,34,18,22,3,5,109,65,6,33,19,8,88,74,27.98,25,4,11,1270.717949
"1419",13,8,0.018,0.023,0.4,0.005,19.3,17.7,21.2,91.5,12.8,2.2,309.4,111,45,64,16,2,4,99,49,53,14,7,9,49,59,57,20,6,6.1,111,54,74,28,3,7,108,42,47,17,5,4,86,44,57.38,22,10,10,991.8552856
"6933",31,19,0.039,0.025,0.4,0.005,18.4,10.4,26.9,0,5.7,0.8,306.6,141,44,29,21,5,11,73,37,45,8,5,7,69,40,41,2,2.69,6,64,35,42,9,3,5,99,41,25,17,3,3,131,33,26,14,3,4,1063.597222
"4494",24,13,0.018,0.018,0.6,0.004,4.2,-2.4,10.7,0,4.3,0.6,300.9,44,50,16,24,3,7,50,30,24,15,5,7,69,57,29,30,7,6.77,146,29,43,10,3,3,89,51,12,26,15,5,77,67,27.95,17,5,8,1034.472222
"6108",29,19,0.032,0.023,0.5,0.006,-0.26417651382434,-2.91030438596491,3.83440074618364,0,8.89991666666666,2.30758333333333,292.594759523809,61,37,28,22,7,6,47,37,30,20,18,10,136,75,36,27,11,9,158,43,42,20,6,6,62,63,24,33,49,10,69,59,29,25,14,13,1365.333333
"19365",97,69,0.003,0.086,0.9,0.011,4.9,1.4,7.5,0,5,0.9,61.9,227,89,32,19,5,9,185,66,39,12,7,11,117,50,67,15,3,6.54,110,33,35,18,3,5,173,104,16,35,33,17,196,106,33.62,23,19,14,2652.166667
"17525",68,60,0.009,0.039,0.9,0.004,2.4,0.4,3.5,0.5,5.5,1.2,270,45,21,28,10,2,2,156,35,33,11,11,7,196,76,31,12,12,7,186,59,38,14,5,7,144,36,24,19,38,5,106,26,24,17,8,8,1526.25
"1484",13,8,0.017,0.026,0.2,0.003,21,19.2,23.4,0.5,4.3,1,343.1,42,22,36,11,1,1,88,29,33,14,7,7,92,55,27,26,3,4.6,67,22,21,8,2,5,83,38,33,22,7,6,46,55,50.15,16,3,5,1289.687888
"16590",62,22,0.032,0.023,0.6,0.007,14.1,7.4,21.5,0,10.5,1.9,312.2,116,60,48,8,3,3,110,59,73,11,8,10,89,70,98,9,5,5,109,60,79,17,4,5,110,56,41,13,5,5,135,53,45,19,7,9,783.9722223
"5579",27,17,0.017,0.019,0.4,0.005,-9.4,-11.6,-5.8,0,8.2,2.3,278.4,98,44,31,15,5,6,59,46,25,21,17,11,69,68,13,20,8,6.98,94,35,30,28,5,5,136,60,24,25,36,14,101,54,23.59,26,11,17,2014.229144
"4918",25,10,0.021,0.014,0.4,0.005,-7.4,-10.5,-2.7,0,7.1,1.7,14.1,33,57,8,26,5,6,49,36,20,19,10,8,70,76,22,27,11,8.39,94,32,15,19,3,5,76,60,12,27,33,12,61,71,17.34,24,6,12,1843.236111
"1704",14,6,0.026,0.013,0.2,0.003,16.3,14.1,20.8,0,8,2.1,345.9,32,25,34,15,1,4,36,42,69,14,6,8,57,61,82,41,9,5.91,72,39,58,14,4,5,59,44,28,22,18,13,63,47,44.27,18,2,6,2155.490013
"7074",31,15,0.014,0.026,0.5,0.006,-6.1,-9,-3.2,0,7.9,1.9,337.5,156,86,23,34,6,16,67,61,24,21,11,12,73,52,38,6,3,7,110,27,25,28,3,5,115,87,2,30,54,20,139,142,19.33,28,11,37,1379.583334
"16718",62,24,0.012,0.038,0.6,0.005,-0.8,-5.8,6.6,0,3.8,0.4,295.3,201,131,15,39,6,17,104,71,32,14,6,8,96,134,40,19,7,9.69,146,57,29,28,3,3,129,55,17,22,18,6,169,138,21.64,49,7,22,1066.355989
"22754",39,0.003,24,0.027,0.029,0.6,25.2,23.2,27.4,0.5,5.5,1.1,59.1,160,16,28,9,1.73,4,147,54,23,22,11,10,105,53,42,21,3,5.57,89,57,92,26,2,8,76,35,12,17,4,3,153,36,44.72,4,4,4,1826.45833333333
"7128",31,22,0.018,0.021,0.4,0.005,-10.9,-13.2,-7.7,0,7.1,2.3,14.1,36,57,6,40,5,11,47,65,22,27,21,11,1,1,19.34,16.15,10.46,7.34,131,42,18,23,8,7,125,67,11,27,41,17,50,85,16.16,34,19,19,1235.667215
"24495",32,0.003,21,0.038,0.015,0.4,24.6,22.4,28.9,0,5.8,1.6,253.1,17,33,53,13,1.68,3,60,28,40,11,4,5,113,58,58,13,1,4.04,76,23,38,14,1,4,36,13,33,10,3,3,48,53,61.84,18,6,5,1308.60119047619
"14106",51,29,0.045,0.03,0.5,0.004,26.3,22.5,31,0,5.1,1.3,255.9,147,61,111,17,6,6,83,44,72,5,3,9,61,91,98,6,1,6,105,32,41,15,2,6,94,42,54,11,10,6,153,182,102,20,3,9,1886.885742
"20196",38,0.005,26,0.003,0.045,0.7,0.5,-2.9,2.9,0,4.6,1,151.9,130,69,19,35,5,13,173,77,17,23,11,13,171,81,22,31,5,10.11,93,18,27,21,3,8,130,85,5,30,31,15,143,88,23.22,33,8,19,1952.35316082451
"27851",29,0.003,16,0.021,0.015,0.7,-6.2,-10.1,-1.4,0,5.9,1.6,0,80,23,25,7,2,2,62,32,26,6,7,5,66,53,27,7,6,4.88,59,19,31,7,2,3,105,48,24,14,13,6,77,22,31.5,4,2,3,1369.85416666667
"20934",46,0.003,19,0.004,0.043,0.6,4.1,-1.9,8.4,0,5.2,1.1,98.4,173,117,1,44,7,24,100,41,28,12,6,5,58,38,36,15,3,6.76,56,45,20,32,4,6,126,42,22,14,9,5,184,110,25.54,34,6,24,1710.63333333333
"28573",54,0.005,29,0.004,0.054,0.9,-1.375,-5.825,3.15,0,5.2,0.8,275.775,166,91,10,38,8,14,145,105,21,25,8,15,148,145,8,44,8,11.77,78,21,17,27,3,6,141,141,8,38,40,30,168,166,15.85,46,14,24,1008.22462180604
"9270",36,15,0.014,0.019,0.6,0.005,17,13.4,20,0,4.2,0.9,191.3,19,18,20,11,1,2,97,15,20,12,3,6,60,41,33,16,6,5.17,87,40,31,13,3,4,89,25,16,16,6,6,54,37,42.45,12,2,7,1392.202072
"7874",33,23,0.005,0.043,0.6,0.004,-2.6,-7.1,1.6,0,6.5,1.5,149.1,60,63,7,39,6,11,94,51,31,17,12,10,133,73,22,27,11,13,118,78,18,42,9,10,160,68,15,25,26,14,108,87,18.37,36,17,17,1289.09375
"2720",19,12,0.028,0.016,0.3,0.003,16.3,12.1,21.7,0,12.1,3.5,78.8,98,39,20,22,1,6,84,62,36,11,5,7,105,47,42,10,2,5,155,54,37,15,4,6,112,67,25,24,7,11,113.84,56.99,47.98,23.13,6.42,9.56,1788.005952
"27235",211,0.006,151,0.031,0.038,1,8.5,4.6,13.2,0,5.8,1.2,222.2,147,17,35,6,1.95,2,256,96,32,21,4,11,159,126,52,25,8,8.96,168,66,66,23,2,9,265,62,28,20,6,7,147,40,38.09,14,1,2,1500.14166666667
"19672",111,95,0.005,0.053,0.6,0.007,5,2.7,8.6,0,5.2,1.2,236.3,107,70,5,42,6,10,130,95,21,27,15,18,1,1,21.04,22.09,9.64,8.51,176,68,27,28,3,7,178,91,10,31,34,17,135,76,19.7,32,12,12,1810.607239
"1921",15,7,0.019,0.021,0.2,0.005,17.6,15.9,19.7,40.5,7.4,2.3,64.7,161,18,25,7,1,3,79,51,31,13,4,6,80,74,142,19,5,6.77,72,38,49,12,3,4,125,54,22,24,8,11,149,53,53.51,16,2,6,1736.058333
"27154",63,0.003,35,0.009,0.045,0.6,7.6,3.2,12.9,0,7.9,2,278.4,150,85,29,32,5,8,143,51,36,15,7,4,130,28,38,10,3,6.47,76,33,24,40,2,7,159,85,35,27,17,10,138,69,35.74,32,5,5,1883.56666666667
"8745",35,23,0.025,0.016,0.4,0.004,-8.3,-11.4,-4.4,0,6.7,1.8,247.5,58,23,27,6,1,1,60,35,29,12,18,7,83,57,30,18,12,6.93,101,53,27,30,9,8,147,72,20,24,27,14,69,18,27.23,21,7,8,3121.4375
"13557",49,26,0.043,0.026,0.5,0.006,26.4,22.7,31.4,0,6.2,1.3,286.9,147,61,111,17,6,6,83,44,72,5,3,9,61,91,98,6,1,6,105,32,41,15,2,6,94,42,54,11,10,6,153,182,102,20,3,9,2458.541667
"2956",20,12,0.024,0.03,0.5,0.003,19.8,16.7,24.9,0,11,2.4,340.3,66,93,85,35,3,10,120,27,43,12,7,9,73,44,60,24,4,6,84,43,64,8,4,6,64,44,28,26,16,7,109.21,75.63,69.51,25.71,7.6,10.81,1067.772222
"20395",23,0.004,18,0.005,0.041,0.6,3.5,-1.1,6.3,0.5,7.5,1.5,56.3,82,26,16,22,1,4,114,35,21,18,12,5,111,67,22,29,6,8.09,97,64,32,33,4,9,97,46,8,23,20,7,113,37,23.17,24,6,8,1282.84166666667
"20133",52,0.004,43,0.01,0.039,0.7,4.8,2.4,6.4,3,6,1.5,253.1,108,65,9,25,2,11,105,51,30,20,13,8,188,65,33,29,5,7.23,101,41,26,21,2,7,216,103,8,32,22,16,160,51,26.25,23,5,9,1697.60833333333
"26522",26,0.003,11,0.025,0.034,0.4,9.50441811594203,5.00463037240537,14.4745528361345,15.5268566760037,8.65740952380952,1.82652380952381,77.4296238095239,82,28,38,14,1,3,65,39,44,17,7,3,46,44,48,15,3,4.23,113,25,37,14,2,6,107,51,37,25,5,6,85,44,36.66,18,2,4,926.44696969697
"19922",233,16,0.043,0.015,0.3,0.003,15.6,11.2,21.2,0,11,2.2,202.5,101,65,74,26,5,3,64,94,79,20,8,9,88,339,91,20,9,8,143,151,67,21,4,4,148,107,45,17,3,4,155,67,64,38,8,12,1958.365833
"1339",13,7,0.012,0.028,0.4,0.003,22.4,20.7,23.5,149.5,15.9,2.9,225,81,69,175,27,2,7,61,60,135,7,3,10,100,71,94,15,6,7,61,33,83,15,3,4,80,50,109,11,1,7,77,78,129,24,5,9,960.7005472
"26933",23,0.004,11,0.035,0.014,0.4,4.3,-2.4,10.2,0,7.4,1.7,306.6,109,51,39,20,1,5,88,114,57,27,10,7,100,97,48,26,7,8.78,117,56,40,31,2,8,118,77,34,20,14,8,120,69,40.1,24,4,5,886.875
"3278",21,11,0.032,0.015,0.5,0.003,9.4,7.2,14.6,11.5,6.7,1.8,312.2,132,66,46,13,3,2,68,59,42,11,4,6,1,1,48.74,11.09,2.55,4.71,97,71,68,21,5,6,98,43,38,15,4,6,83,83,46.84,23,5,5,1648.822917
"28335",74,0.007,42,0.021,0.021,0.6,-0.9,-7.4,2.5,0,8.5,1.7,286.9,43,48,25,22,2,6,72,55,23,21,9,10,115,72,22,35,11,8.67,160,57,24,39,6,7,90,65,20,24,16,10,66,66,25.39,27,9,9,1332.45
"27674",35,0.004,29,0.009,0.046,0.6,-0.3,-2.5,1.7,1,5.8,1.6,202.5,42,20,29,5,1,2,102,29,28,12,8,5,130,51,31,16,7,5.41,67,51,31,11,2,4,137,38,23,19,10,4,67,13,34.53,5,2,4,1744.41666666667
"5714",27,5,0.02,0.013,0.3,0.004,-8.3,-11.6,-3.7,0,11.3,4.4,334.7,33,57,8,26,5,6,49,36,20,19,10,8,70,76,22,27,11,8.46,94,32,15,19,3,5,76,60,12,27,33,12,61,71,17.76,24,6,12,3602.854167
"28420",48,0.005,23,0.009,0.042,0.6,0.9,-2.8,4.6,0,7.1,1.8,340.3,122,77,6,40,9,13,161,86,22,29,16,14,152,113,23,39,11,13.41,164,77,40,40,6,9,137,87,9,30,37,19,139,119,13.97,48,19,17,1533.52380952381
"14064",51,29,0.023,0.043,0.4,0.006,12.8,11.1,15.2,38,8,1.7,64.7,138,87,71,19,3,8,70,41,44,13,6,15,74,68,44,14,2,9,115,67,21,41,6,8,119,68,30,19,8,7,127,74,46,29,12,9,1651.979167
"15489",56,15,0.015,0.038,0.6,0.006,-0.7,-6.9,3.7,0,12.6,2.3,219.4,130,38,31,13,4,4,101,57,39,11,13,8,102,78,26,12,9,6.19,99,59,46,29,5,6,121,60,27,19,21,10,173,48,29.07,14,12,9,1756.55
"21377",42,0.004,28,0.025,0.025,0.7,11.3,4.4,20,1.5,5,0.7,75.9,97,59,15,24,1,8,80,39,23,18,8,7,93,50,27,20,3,5.99,96,48,47,11,4,7,71,77,9,31,20,9,92,73,35.21,25,5,9,1009.49297489999
"26133",41,0.003,18,0.025,0.017,0.4,12.7,9.5,16.7,15,4,0.9,81.6,71,45,46,8,1.51,2,92,47,40,15,5,4,81,48,48,15,2,4.48,114,38,38,19,2,5,77,39,32,18,3,4,48,45,44.18,11,2,4,1097.14583333333
"25281",39,0.005,17,0.049,0.027,0.4,21.2,14.6,27.6,0,9.1,2.1,22.5,92,49,53,11,2,3,84,55,98,10,6,7,104,50,45,20,3,5.14,117,46,64,23,2,7,62,38,33,19,8,7,110,52,59.81,14,6,4,2738.91666666667
"7686",33,13,0.026,0.017,0.5,0.006,-5.7,-8,-1.6,0,8.4,2,295.3,38,36,23,23,5,7,65,45,24,12,14,13,145,61,23,12,15,4,177,31,30,14,6,5,60,45,16,20,37,5,64,37,15,25,9,9,1373.664341
"8635",35,25,0.045,0.02,0.5,0.004,20.5,16,26.2,0,8.5,2.1,236.3,76,68,109,26,3,7,151,57,91,13,7,9,136,81,120,18,7,9,155,63,99,21,4,8,126,52,40,17,4,3,123,61,105,14,6,7,2931.291667
"115",0,0,0,0,0,0,0.5,-5.7,6.2,0,6,1.6,36.6,158,138,17,46,12,19,69,61,38,16,9,9,72,59,26,7,2,6.04,76,31,38,19,3,5,117,45,30,18,13,8,138,128,30.31,21,11,13,2198.041667
"7213",31,11,0.024,0.023,0.5,0.003,20.4,16.5,25.2,0.5,10.1,1.4,208.1,17,24,23,10,1,2,37,28,30,14,4,5,147,67,81,28,8,6.37,83,52,76,18,3,7,57,30,17,16,9,7,81,51,49.41,13,2,4,1662.250785
"13131",47,28,0.008,0.052,0.8,0.005,2.75815,-2.24748333333333,8.04882380952382,0.00499999999999452,7.3510369047619,1.42761111111111,239.165876190476,91,55,10,30,3,8,114,51,20,28,16,10,170,315,18,69,17,13.82,168,69,11,47,7,8,154,62,11,28,31,13,108,77,17.44,39,6,11,931.6054524
"26449",38,0.004,27,0.025,0.043,0.5,12.2,6.9,18.2,0,6.7,1.9,219.4,151,72,37,19,2,4,163,90,54,15,5,6,164,82,67,14,2,6.81,139,38,56,19,2,5,151,100,47,19,6,12,156,95,42.75,22,4,7,1881.86706972166
"10832",41,24,0.05,0.02,0.4,0.003,16.7,13.5,22.5,7.5,14.9,2.9,216.6,75,41,70,10,2,3,90,47,41,8,5,5,101,102,50,30,8,6,122,62,76,25,5,6,78,53,33,12,3,3,66,34,45,16,4,11,1657.84150526762
"25971",57,0.004,18,0.024,0.033,0.5,17.5,9.9,25.8,0,8.8,1.4,227.8,214,73,89,19,4,5,134,59,90,13,6,6,107,75,97,30,7,8.19,137,63,58,30,3,6,124,68,61,23,15,10,80,68,74.57,18,8,6,1979.84722222222
"6273",29,16,0.02,0.02,0.4,0.003,-6.8,-9.4,-4.7,0,10.4580714285714,3,309.9993,27,22,22,11,2,3,46,53,29,11,13,7,1,1,25.61,13.45,9.16,5.78,109,58,23,26,10,8,74,47,14,19,29,7,34,27,23.1,18,5,8,1586.13724
"13960",50,35,0.036,0.024,0.5,0.004,6.61326052753819,2.9306552545156,11.9352601726984,-1.48148160405981e-14,7.05546666666666,1.57554365079365,202.6526,146,115,39,31,5,12,104,80,71,13,9,10,151,49,59,7,2,6.07,144,36,48,24,5,4,153,76,44,15,14,10,161,106,39.55,37,8,14,701.350569
"780",9,3,0.022,0.024,0.2,0.003,17,15.5,19.9,25.5,9.5,3.4,59.1,161,18,25,7,1,3,79,51,31,13,4,6,80,74,142,19,5,7.07,72,38,49,12,3,4,125,54,22,24,8,11,149,53,52.61,16,2,6,771.0972222
"9988",38,19,0.019,0.031,0.4,0.005,15.8,8.1,22.4,3.5,16.1,3.4,208.1,109,43,42,16,3,2,127,56,42,16,6,8,125,101,49,16,5,6.66,184,104,64,37,8,7,122,58,33,16,6,5,110,56,45.41,22,7,5,2047.05991
"18465",76,46,0.01,0.036,0.6,0.006,5.5,2.7,8.7,18.5,9.2,2.6,22.5,160,42,32,7,1,2,130,38,42,10,9,8,86,69,36,10,4,5.08,97,64,44,23,4,7,227,58,30,16,9,6,184,41,36.61,12,9,5,1783.625
"21891",37,0.003,19,0.022,0.019,0.4,14.3,8.1,19.7,0,6,1.2,320.6,42,33,19,18,1,3,41,24,25,14,4,8,57,45,32,20,3,4.27,76,31,32,10,2,3,48,62,21,23,14,7,53,61,43.31,22,4,6,3539.33333333333
"10851",41,18,0.031,0.035,0.6,0.004,23.6,18.7,29.8,0,5,1.2,171.6,141,46,105,14,2,7,79,33,40,11,6,8,77,53,72,7,2,3,118,76,95,26,11,8,116,51,34,21,5,3,140,54,69,17,9,14,1782.790776
"15296",55,21,0.044,0.023,0.5,0.006,15.2,11.3,21.3,0,7,1.8,126.6,148,182,30,26,3,4,91,84,69,17,9,9,57,84,44,17,4,6.96,116,36,54,18,4,3,111,76,47,21,12,7,139,110,43.42,15,12,11,1749.209961
"27507",68,0.004,47,0.013,0.052,1.2,4.2,-1.5,10.6,0,7.5,1.1,222.2,195,103,46,36,4,18,212,74,43,24,16,11,209,121,56,44,12,12.92,137,84,35,32,5,9,209,106,25,42,30,18,345,139,29.3,50,8,17,1740.08333333333
"23172",28,0.003,21,0.038,0.026,0.2,23.3795277777778,18.7929,27.5306121794872,3.40101893939394,5.949625,1.4295,178.387708333333,94,34,38,18,1,5,82,79,48,16,5,9,72,69,103,21,6,5.71,91,54,77,15,2,6,70,37,29,14,6,9,102,47,47,21,4,7,907.798611111111
"7625",32,20,0.025,0.018,0.5,0.004,21.7,20.1,24.7,1,3.9,0.6,278.4,25,37,30,18,1,2,48,35,65,15,6,9,87,48,64,25,8,6.44,63,15,13,15,2,5,81,47,29,33,18,12,59,64,48.23,22,4,7,1374.141667
"13787",50,28,0.021,0.051,0.5,0.005,11.8,9.8,13.9,39.5,8.6,2,98.4,138,87,71,19,3,8,70,41,44,13,6,15,74,68,44,14,2,9,115,67,21,41,6,8,119,68,30,19,8,7,127,74,46,29,12,9,1313.145833
"5219",26,17,0.035,0.017,0.6,0.003,31,24.3,37.5,0,4.2,0.9,306.6,92,54,84,14,1,9,106,31,34,3,5,6,55,53,29,3,1,4.02,55,29,34.72,7,2,5,111,52,74,12,8,8,163,50,66.38,11,3,11,1173.666667
"8244",34,19,0.013,0.022,0.6,0.004,18.4,15.5,21.1,7.5,6.1,1.4,222.2,109,38,11,18,2,4,47,48,32,9,8,8,10,38,41,7,4,5,63,37,40,17,4,7,57,34,16,16,5,6,104.63,46.75,46.96,17,5.35,7.95,1498.966667
"11757",43,28,0.022,0.044,0.5,0.006,24.6,19.4,30.4,0,7.4,1.7,239.1,149,74,56,17,3,6,66,40,73,5,6,5,58,30,49,7,4,4.22,100,47,63,12,4,3,85,64,104,16,14,7,117,66,78.64,12,10,9,2005.027327
"24224",5,0.002,4,0.033,0.009,0.2,22.7,19.6,26.7,0,9.4,4.1,87.2,153,37,78,10,1,4,43,19,47,4,3,4,60,45,56,8,2,4.36,65,42,47,21,2,6,115,34,41,11,5,6,111,40,65.23,15,2,5,1798.63829507784
"28560",70,0.008,49,0.006,0.053,0.9,-0.2,-4.6,5.7,0,3.9,0.8,95.6,186,192,7,53,9,25,187,129,27,28,12,16,214,154,21,37,6,12.57,72,41,12,25,4,10,228,176,9,37,34,27,249,164,13.81,34,6,22,1538.325
"6471",29,15,0.019,0.021,0.9,0.005,-10.4,-15.8,-1.7,0,3.6,0.3,281.3,48,50.5,28.81,19.96,4.2,5.76,59,41.59,35.56,15.8,15.01,8.46,104,47.87,34.92,9.95,6.25,5.01,103,38.3,36.71,15.51,4.1,5.13,153,59.77,24.26,24.23,25.74,10.09,63,57.02,29.39,25.15,11.08,12.32,903.211677
"10136",39,22,0.024,0.024,0.4,0.005,14.9,11.6,19.3,0.5,6.7,1.5,64.7,154,83,41,23,5,6,64,60,43,30,9,7,84,66,48,20,7,6,110,30,33,23,3,5,78,80,55,28,21,11,134,74,41,29,22,12,1887.791667
"15611",57,42,0.041,0.022,0.5,0.005,26.3,22.4,31.3,0,4.5,1.4,258.8,128,68,139,16,2,6,105,46,84,4,3,10,138,23,54,4,1.81,2,72,42,69,19,2,6,94,60,87,11,12,6,159,64,124,22,3,7,1867.830998
"21555",31,0.002,17,0.02,0.019,0.5,11,5.3,16.9,0,6,1,253.1,145,148,23,11,1,2,112,93,36,13,5,6,119,126,37,30,8,9.26,72,61,37,34,4,8,147,59,32,17,11,5,147,118,38.82,15,3,5,1337.64583333333
"7039",31,17,0.017,0.039,0.5,0.004,12.1,9.2,16.9,0,6.2,2.2,306.6,140,76,11,31,1,12,102,63,70,14,9,13,79,66,57,32,6,8,85,36,49,21,4,5,176,133,21,58,23,26,146.74,82.82,30.52,31.57,7.93,13.66,1057.587556
"23041",26,0.003,20,0.034,0.025,0.5,26.1,23.2,29.4,2.5,4.2,1.4,56.3,81,24,29,8,1.43999999999999,1,106,46,104,8,3,11,59,71,120,20,6,6.56,94,30,39,17,2,5,90,36,56,11,5,6,114,40,61.56,11,3,5,1261.80094255299
"11895",44,17,0.035,0.026,0.4,0.004,15.8,14,20,2.5,7.1,1.8,239.1,108,107,47,18,4,3,74,56,69,20,9,8,64,111,70,27,8,11,139,68,108,31,6,8,100,79,65,14,5,5,84,105,47,28,10,13,1351.688658
"5430",27,18,0.02,0.036,0.5,0.004,21.4,18,27.8,21,7.3,1.5,19.7,51,41,33,20,1,4,55,25,37,8,6,7,37,31,37,12,3,2,57,34,40,10,3,4,66,29,27,15,7,4,78.63,41.8,50.25,16.89,5.16,7.52,1330.954427
"701",9,3,0.032,0.016,0.7,0.003,15.6,9.2,23.1,0,5.3,0.8,64.7,112,49,25,21,1,9,47,19,55,3,4,3,51,32,41,15,4,4.5,67,34,33,14,2,4,71,50,55,17,12,6,116,31,50.51,13,9,10,906.8431172
"16701",62,36,0.057,0.027,0.7,0.004,16,9.6,23.9,0,5.5,1.4,208.1,202,54,42,11,2,5,161,73,75,9,6,10,114,53,25,13,3.54,5.36,165,68,112,25,4,8,164,56,37,18,4,3,153,44,47.21,11,12,10,1169.255208
"22132",33,0.003,14,0.018,0.025,0.6,22,17.8,27.2,0,6.8,1.6,182.8,46,16,30,8,1,1,57,27,29,7,3,3,134,38,37,10,3,3.33,116,38,43,10,3,3,39,21,22,12,5,3,56,31,46.48,15,4,5,1680.16666666667
"300",6,2,0.038,0.011,0.3,0.002,17.7,11.6,23.1,0,9.8,1.9,59.1,112,49,25,21,1,9,47,19,55,3,4,3,51,32,41,15,4,4.49,67,34,33,14,2,4,71,50,55,17,12,6,116,31,52.29,13,9,10,1769.86228722019
"19882",152,36,0.057,0.031,0.5,0.006,17,8.9,23.9,0,6.3,1.1,227.8,146,82,93,12,6,4,180,46,63,6,6,5,132,30,46,11,1,4,92,50,49,20,3,6,153,78,63,14,5,7,178,64,71,13,7,13,3475.396218
"13465",48,27,0.015,0.036,0.7,0.006,0,-3.9,8.3,0,3.5,0.4,292.5,86,73,2,37,6,11,81,54,31,21,13,11,268,117,30,41,15,12.57,151,37,23,28,3,5,139,68,10,28,29,14,135,84,21.05,48,8,14,1086.689439
"2345",17,6,0.015,0.033,0.4,0.005,15.8,10.8,21.1,0,5.7,1.1,78.8,48,13,19,4,1,2,49,53,45,20,5,11,72,46,50,12,3,4.81,74,41,32,24,3,5,90,43,17,19,8,8,114,35,40.28,10,1,6,1930.900375
"18859",82,66,0.018,0.04,0.7,0.006,8.4,4.5,13.1,0,6,1.3,168.8,141,97,53,23,6,7,137,55,50,9,9,10,76,48,49,10,2,3,119,67,44,25,7,7,143,89,48,20,17,10,119,75,43,18,15,7,2172.776741
"7508",32,18,0.015,0.028,0.5,0.005,0.654482142857143,-2.53308362531189,5.33085281385281,0.0562499999999925,7.08207012987013,1.46585714285714,249.937375,101,43,20,18,3,7,129,44,22,13,14,8,173,80,28,22,9,9,132,37,26,26,4,7,123,41,16,17,16,8,140,65,26.29,30,15,17,658.0813465
"20583",20,0.003,7,0.023,0.014,0.3,-2.8,-6.9,1.5,0,10.5,2.9,2.8,76,64,8,28,2,9,48,39,28,17,15,6,126,51,22,24,6,5.84,141,21,31,13,3,2,74,64,8,26,27,14,93,57,21.49,23,6,8,2650.91666666667
"9284",36,24,0.008,0.052,0.7,0.004,12.1,6.9,18.3,0,3.1,0.9,56.3,188,98,34,44,4,15,124,56,56,13,6,8,130,44,45,35,8,7.99,66,24,38,17,2,3,171,78,44,29,22,9,180,95,34.92,43,6,12,1310.232271
"9064",36,19,0.032,0.021,0.6,0.004,24.5,20.3,29.3,0,6.4,1.5,225,121,75,71,17,2,8,96,33,66,5,5,7,54,24,62,3,2,6,46,26,41,9,3,5,147,51,64,15,11,8,131.19,66.07,75.91,19.12,4.75,9.86,1601.141667
"13248",48,39,0.038,0.022,0.7,0.006,29.6,27.9,33.1,0.5,5.3,1.5,219.4,62,53,44,24,1.63,7,63,45,69,13,5,12,106,84,132,16,5,7,123,55,136,22,3,7,73,58,89,31,4,3,106,55,67,19,7,7,1545.058333
